categorical_accuracy,loss,perplexity,val_categorical_accuracy,val_loss,val_perplexity,trial_number,subtrial_number,model_name
0.05718414485454559,8.237615585327148,3780.51513671875,0.12293729186058044,7.400144100189209,1636.22021484375,0,0,2025_11_02 13_55_cerebros_bob_stage_1/models/tr_0000000000000000_subtrial_0000000000000000.keras
0.09682080894708633,5.990914821624756,399.7801818847656,0.14438943564891815,7.494015693664551,1797.2548828125,0,0,2025_11_02 13_55_cerebros_bob_stage_1/models/tr_0000000000000000_subtrial_0000000000000000.keras
0.10549133270978928,5.593757629394531,268.7435607910156,0.14438943564891815,7.417163848876953,1664.306640625,0,0,2025_11_02 13_55_cerebros_bob_stage_1/models/tr_0000000000000000_subtrial_0000000000000000.keras
0.10631709545850754,5.344667434692383,209.4882049560547,0.14603960514068604,7.41246223449707,1656.5,0,0,2025_11_02 13_55_cerebros_bob_stage_1/models/tr_0000000000000000_subtrial_0000000000000000.keras
0.09929809719324112,5.175291538238525,176.84815979003906,0.14768977463245392,7.461160659790039,1739.1654052734375,0,0,2025_11_02 13_55_cerebros_bob_stage_1/models/tr_0000000000000000_subtrial_0000000000000000.keras
0.09826589375734329,5.053131580352783,156.51182556152344,0.14851485192775726,7.434061050415039,1692.6676025390625,0,0,2025_11_02 13_55_cerebros_bob_stage_1/models/tr_0000000000000000_subtrial_0000000000000000.keras
0.10383979976177216,4.9590301513671875,142.45556640625,0.15016502141952515,7.325077533721924,1517.8916015625,0,0,2025_11_02 13_55_cerebros_bob_stage_1/models/tr_0000000000000000_subtrial_0000000000000000.keras
0.1011560708284378,4.8798651695251465,131.6129150390625,0.14768977463245392,7.217953205108643,1363.6949462890625,0,0,2025_11_02 13_55_cerebros_bob_stage_1/models/tr_0000000000000000_subtrial_0000000000000000.keras
0.1011560708284378,4.813633918762207,123.17842864990234,0.14438943564891815,7.335797309875488,1534.2506103515625,0,0,2025_11_02 13_55_cerebros_bob_stage_1/models/tr_0000000000000000_subtrial_0000000000000000.keras
0.10280759632587433,4.7651190757751465,117.3450927734375,0.1435643583536148,7.381801128387451,1606.4805908203125,0,0,2025_11_02 13_55_cerebros_bob_stage_1/models/tr_0000000000000000_subtrial_0000000000000000.keras
